Youtuber,Subscribers,Video Views,Category,Title,Uploads,Country,Abbreviation,Channel Type,Video Views Rank,Country Rank,Channel Type Rank,Video Views For The Last 30 Days,Lowest Monthly Earnings,Highest Monthly Earnings,Lowest Yearly Earnings,Highest Yearly Earnings,Subscribers For Last 30 Days,Created Year,Created Month,Created Date,Gross Tertiary Education Enrollment (%),Population,Unemployment Rate,Urban Population,Latitude,Longitude
KHANDESHI MOVIES,33500000,11405809704,Comedy,KHANDESHI MOVIES,217,India,IN,Comedy,357,35,4,24736000,6200.0,98900.0,74200.0,1200000.0,100000,2013,Nov,11.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
NoCopyrightSounds,33400000,10530729078,Music,NoCopyrightSounds,1331,United Kingdom,GB,Music,402,3,44,55654000,13900.0,222600.0,167000.0,2700000.0,0,2011,Aug,14.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
CVS 3D Rhymes & Kids Songs,33400000,20269857567,Education,CVS 3D Rhymes & Kids Songs,338,India,IN,Education,120,35,9,136084000,34000.0,544300.0,408300.0,6500000.0,200000,2008,Aug,26.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Ricis Official,33300000,5994136760,People & Blogs,Ricis Official,2736,Indonesia,ID,Entertainment,1043,2,34,157101000,39300.0,628400.0,471300.0,7500000.0,1900000,2016,Jan,15.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
BabyBus - Kids Songs and Cartoons,32800000,26355088167,Education,BabyBus - Kids Songs and Cartoons,2122,United States,US,Education,64,39,10,127498000,31900.0,510000.0,382500.0,6100000.0,200000,2016,Jul,15.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Eros Now Music,32700000,17853798780,Entertainment,Mzaalo,1521,India,IN,Entertainment,8055,730,838,20263000,5100.0,81100.0,60800.0,972600.0,40000,2012,Mar,14.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
BETER B,32700000,19180039918,Unknown,BETER B,2738,Turkey,TR,Games,137,1,11,1463000000,365900.0,5900000.0,4400000.0,70200000.0,2100000,2012,Dec,12.0,23.9,83429615,13.49,63097818,38.963745,35.243322
DisneyMusicVEVO,32700000,28516250629,Music,DisneyMusicVEVO,2068,United States,US,Music,50,40,45,329861000,82500.0,1300000.0,989600.0,15800000.0,300000,2010,May,20.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
The Weeknd,32600000,23379969006,Music,The Weeknd,169,Canada,CA,Music,85,3,45,373828000,93500.0,1500000.0,1100000.0,17900000.0,200000,2011,Feb,25.0,68.9,36991981,5.56,30628482,56.130366,-106.346771
WowKidz,32200000,16613441479,Film & Animation,wowkidz,2,Unknown,Unknown,Entertainment,4053139,0,6723,1,0.0,0.0,0.0,0.05,0,2006,Dec,16.0,0.0,0,0.0,0,,
KAROL G,32100000,18699145555,Music,KAROL G,134,Colombia,CO,Music,140,3,46,465647000,116400.0,1900000.0,1400000.0,22400000.0,300000,2013,Mar,14.0,55.3,50339443,9.71,40827302,4.570868,-74.297333
Mr Bean,32100000,10602236110,Shows,Mr Bean,3091,United Kingdom,GB,Comedy,400,4,5,56534000,14100.0,226100.0,169600.0,2700000.0,100000,2006,Jan,4.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
rezendeevil,32100000,13061739758,Gaming,rezendeevil,11882,Brazil,BR,Entertainment,287,9,40,44505000,11100.0,178000.0,133500.0,2100000.0,0,2012,Feb,12.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
StarPlus,32000000,26800674545,Entertainment,StarPlus,44892,India,IN,Entertainment,60,38,40,1667000000,416800.0,6700000.0,5000000.0,80000000.0,1200000,2006,May,19.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
SMTOWN,31900000,27330239663,Music,SMTOWN,4158,Unknown,Unknown,Music,53,0,47,233402000,58400.0,933600.0,700200.0,11200000.0,100000,2006,Mar,18.0,0.0,0,0.0,0,,
GMA  Network,31900000,19428308461,Entertainment,GMA  Network,93311,Philippines,PH,Entertainment,129,2,41,798510000,199600.0,3200000.0,2400000.0,38300000.0,500000,2006,Nov,20.0,35.5,108116615,2.15,50975903,12.879721,121.774017
GENIAL,31800000,6762424690,Howto & Style,GENIAL,6734,Mexico,MX,Howto,884,4,4,31455000,7900.0,125800.0,94400.0,1500000.0,0,2017,Jun,1.0,40.2,126014024,3.42,102626859,23.634501,-102.552784
MR. INDIAN HACKER,31700000,5711208484,Science & Technology,MR. INDIAN HACKER,929,India,IN,Tech,1132,40,1,109125000,27300.0,436500.0,327400.0,5200000.0,500000,2012,Jun,21.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Worldwide Records Bhojpuri,31700000,16476978876,Music,Worldwide Records Bhojpuri,6518,India,IN,Music,177,39,48,112648000,28200.0,450600.0,337900.0,5400000.0,200000,2012,Mar,15.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
DONA,31700000,21031745531,Entertainment,DONA ,166,United States,US,Entertainment,110,41,42,153280000,38300.0,613100.0,459800.0,7400000.0,200000,2018,Apr,5.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Dream,31700000,2930015381,Gaming,Dream,116,United States,US,Games,2986,41,12,27022000,6800.0,108100.0,81100.0,1300000.0,200000,2014,Feb,8.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Lucas and Marcus,31600000,11615848291,Entertainment,Lucas and Marcus,1321,United States,US,Entertainment,339,42,43,312099000,78000.0,1200000.0,936300.0,15000000.0,400000,2011,Jan,19.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
JustinBieberVEVO,31600000,26583873105,Music,JustinBieberVEVO,204,United States,US,Music,63,42,49,105126000,26300.0,420500.0,315400.0,5000000.0,0,2009,Sep,26.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Luis Fonsi,31400000,15176762479,Entertainment,luisfonsi,0,Unknown,Unknown,Unknown,4057944,0,0,0,0.0,0.0,0.0,0.0,0,2006,Mar,31.0,0.0,0,0.0,0,,
Peppa Pig - Official Channel,31400000,22919271731,Film & Animation,Peppa Pig - Official Channel,3589,United Kingdom,GB,Education,91,5,11,244925000,61200.0,979700.0,734800.0,11800000.0,300000,2013,Oct,9.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
YOLO AVENTURAS,31200000,9673649438,People & Blogs,YOLO AVENTURAS,65,Venezuela,VE,Comedy,3361188,522,2270,3589,0.9,14.0,11.0,172.0,100,2018,Dec,16.0,79.3,28515829,8.8,25162368,6.42375,-66.58973
The Tonight Show Starring Jimmy Fallon,31200000,17111726160,Comedy,The Tonight Show Starring Jimmy Fallon,8976,United States,US,Comedy,166,44,6,22511000,0.0,0.0,0.0,0.0,100000,2006,Jan,8.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
TheDonato,31200000,6187804950,Entertainment,TheDonato,3027,Argentina,AR,Games,997,3,12,190679000,47700.0,762700.0,572000.0,9200000.0,1900000,2015,Feb,17.0,90.0,44938712,9.79,41339571,-38.416097,-63.616672
ImagineDragons,30700000,16793072362,Music,ImagineDragons,92,United States,US,Music,169,45,50,188837000,47200.0,755300.0,566500.0,9100000.0,100000,2009,Aug,3.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Diana and Roma ESP,30700000,12355992466,Unknown,Diana and Roma ESP,578,United States,US,Entertainment,313,45,45,102998000,25700.0,412000.0,309000.0,4900000.0,200000,2016,Nov,27.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Round2hell,30700000,3145161634,Comedy,Round2hell,67,India,IN,Entertainment,2687,41,45,31822000,8000.0,127300.0,95500.0,1500000.0,300000,2016,Oct,20.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Zee News,30500000,16709857823,News & Politics,Zee News,180092,India,IN,News,168,41,4,461472000,115400.0,1800000.0,1400000.0,22200000.0,600000,2007,Jun,19.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
AboFlah,30500000,4521573939,Gaming,AboFlah,641,Kuwait,KW,Entertainment,1573,1,7,157908000,39500.0,631600.0,473700.0,7600000.0,1300000,2016,Jul,28.0,54.4,4207083,2.18,4207083,29.31166,47.481766
AH,30400000,4332274962,Entertainment,AH,2197,Indonesia,ID,Entertainment,1701,4,46,21440000,5400.0,85800.0,64300.0,1000000.0,0,2014,Jan,26.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
Trap Nation,30400000,14037426379,Music,Trap Nation,2725,United States,US,Music,255,46,51,45822000,11500.0,183300.0,137500.0,2200000.0,0,2012,Sep,23.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Boram Tube Vlog,30300000,13546549817,Entertainment,Boram Tube Vlog ,223,United States,US,Entertainment,269,47,47,22724000,5700.0,90900.0,68200.0,1100000.0,0,2012,Feb,21.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Adele,30200000,14199108016,Music,Adele,15,United Kingdom,GB,Music,248,6,53,137099000,34300.0,548400.0,411300.0,6600000.0,100000,2008,Apr,4.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
Talking Tom,30200000,15199330166,Comedy,TalkingTom,2,United States,US,Entertainment,4057345,7736,6776,0,0.0,0.0,0.0,0.0,0,2008,Jun,27.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
toyoraljanahtv,30200000,27684955537,Entertainment,    toyoraljanahtv,3254,Jordan,JO,Music,51,1,52,116434000,29100.0,465700.0,349300.0,5600000.0,100000,2008,Nov,24.0,34.4,10101694,14.72,9213048,30.585164,36.238414
Frost Diamond,30100000,7277493940,Gaming,frostdiamond,0,Unknown,Unknown,Unknown,4057944,0,0,0,0.0,0.0,0.0,0.0,6,2006,Aug,10.0,0.0,0,0.0,0,,
Spinnin' Records,30100000,19607009165,Music,Spinnin' Records,11501,Netherlands,NL,Music,127,1,54,100040000,25000.0,400200.0,300100.0,4800000.0,100000,2007,Jul,12.0,85.0,17332850,3.2,15924729,52.132633,5.291266
Little Angel Nursery Rhymes & Kids Songs,30100000,22593193994,Education,Little Angel Nursery Rhymes & Kids Songs,1349,United States,US,Education,95,49,12,107525000,26900.0,430100.0,322600.0,5200000.0,0,2015,Dec,14.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
jacksepticeye,30100000,16246625836,Gaming,jacksepticeye,5114,Unknown,Unknown,Games,183,2,14,40425000,10100.0,161700.0,121300.0,1900000.0,100000,2007,Feb,24.0,0.0,0,0.0,0,,
Shawn Mendes,30000000,12831200855,Music,Shawn Mendes,133,Canada,CA,Music,295,4,55,88749000,22200.0,355000.0,266200.0,4300000.0,0,2011,Jan,19.0,68.9,36991981,5.56,30628482,56.130366,-106.346771
ashish chanchlani vines,29800000,4457913639,Comedy,ashish chanchlani vines,151,India,IN,Comedy,1622,42,8,26171000,6500.0,104700.0,78500.0,1300000.0,100000,2009,Jul,6.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Ultra Records,29600000,17208027242,Music,Ultra Records,4903,United States,US,Music,165,50,56,81884000,20500.0,327500.0,245700.0,3900000.0,0,2006,Oct,24.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Maluma,29300000,21226945136,Music,MaLuMa,14,Argentina,AR,People,4051498,3624,7658,15,0.0,0.06,0.05,0.72,0,2015,Oct,31.0,90.0,44938712,9.79,41339571,-38.416097,-63.616672
Zhong,29200000,14727238483,Entertainment,Zhong,1513,United States,US,Entertainment,230,51,48,180519000,0.0,0.0,0.0,0.0,1000000,2015,Jan,19.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Enaldinho,29200000,11627437847,Comedy,Enaldinho,3654,Brazil,BR,Games,338,10,15,303100000,75800.0,1200000.0,909300.0,14500000.0,1000000,2012,Nov,7.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
AuronPlay,29200000,4079141673,Comedy,AuronPlay,404,Spain,ES,Comedy,1852,3,9,12143000,3000.0,48600.0,36400.0,582900.0,0,2006,Feb,28.0,88.9,47076781,13.96,37927409,40.463667,-3.74922
Shorts Break,29000000,19466238065,Comedy,shorts break,42,Unknown,Unknown,Unknown,3997024,0,0,60805,15.0,243.0,182.0,2900.0,151,2021,Jan,28.0,0.0,0,0.0,0,,
infobells - Tamil,28900000,17930570614,Education,infobells - Tamil,555,India,IN,Education,149,44,13,109828000,27500.0,439300.0,329500.0,5300000.0,200000,2014,Mar,13.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Aditya Music India,28500000,25857994495,Music,Aditya Music,0,Unknown,Unknown,Music,4057944,0,4721,0,0.0,0.0,0.0,0.0,0,2010,Dec,16.0,0.0,0,0.0,0,,
The Late Late Show with James Corden,28400000,9956764048,Entertainment,The Late Late Show with James Corden,5809,United States,US,Entertainment,445,53,49,26435000,6600.0,105700.0,79300.0,1300000.0,0,2006,Nov,21.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Aditya Movies,28400000,10062770060,Movies,Aditya Movies,5436,India,IN,Film,432,45,11,227355000,56800.0,909400.0,682100.0,10900000.0,500000,2012,Feb,23.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Masha y el Oso,28300000,13577142726,Film & Animation,Masha y El oso,6,Unknown,Unknown,Unknown,4057907,0,0,2,0.0,0.01,0.01,0.1,0,2019,Jul,21.0,0.0,0,0.0,0,,
infobells - Telugu,28300000,14814192034,Education,infobells - Telugu,505,India,IN,Education,223,45,14,288110000,72000.0,1200000.0,864300.0,13800000.0,800000,2014,Mar,13.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
HUM TV,28300000,23844936965,Entertainment,HUM TV,106983,Pakistan,PK,Entertainment,80,3,49,684860000,171200.0,2700000.0,2100000.0,32900000.0,700000,2011,May,25.0,9.0,216565318,4.45,79927762,30.375321,69.345116
Shemaroo Movies,28200000,7600740993,Entertainment,Shemaroo Movies,3009,India,IN,Film,721,46,13,184966000,46200.0,739900.0,554900.0,8900000.0,500000,2011,Mar,1.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Michael Jackson,28200000,14412474625,Music,Michael Jackson,15,United States,US,Music,242,54,59,158591000,39600.0,634400.0,475800.0,7600000.0,200000,2005,Jun,22.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Drake,28100000,15318895118,Music,drake,3,Unknown,Unknown,Film,4011030,0,4909,31,0.01,0.12,0.09,1.0,1,2005,Sep,23.0,0.0,0,0.0,0,,
Goldmines Dishoom,28000000,8603468420,Film & Animation,Goldmines Dishoom,3878,Unknown,Unknown,Film,587,0,14,129211000,32300.0,516800.0,387600.0,6200000.0,400000,2016,Nov,26.0,0.0,0,0.0,0,,
Sandeep Maheshwari,27800000,2303069221,People & Blogs,Sandeepmaheshwari,0,Singapore,SG,Unknown,4057944,3017,0,0,0.0,0.0,0.0,0.0,1,2008,Jan,2.0,84.8,5703569,4.11,5703569,1.352083,103.819836
Bounce Patrol - Kids Songs,27800000,21037851468,Music,Bounce Patrol - Kids Songs,292,Australia,AU,Music,111,1,61,127441000,31900.0,509800.0,382300.0,6100000.0,0,2013,Jan,1.0,113.1,25766605,5.27,21844756,-25.274398,133.775136
toycantando,27700000,15777682516,Music,toycantando,619,Colombia,CO,Music,197,4,62,173836000,43500.0,695300.0,521500.0,8300000.0,200000,2009,Jul,7.0,55.3,50339443,9.71,40827302,4.570868,-74.297333
MrBeast 2,27500000,4552581106,People & Blogs,Leaux Pass,27,United States,US,Music,2161873,5889,4311,649,0.0,0.0,0.0,0.0,0,2011,Jun,23.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Wiz Khalifa,27500000,13379395501,Music,Wiz Khalifa,682,United States,US,Music,275,57,63,90450000,22600.0,361800.0,271300.0,4300000.0,100000,2008,May,9.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
JYP Entertainment,27400000,19883150017,Music,JYP Entertainment,1753,South Korea,KR,Music,124,4,64,307631000,76900.0,1200000.0,922900.0,14800000.0,200000,2008,Jan,25.0,94.3,51709098,4.15,42106719,35.907757,127.766922
Kids Roma Show,27400000,10336420490,People & Blogs, Kids Roma Show,642,United States,US,Entertainment,418,58,50,175844000,44000.0,703400.0,527500.0,8400000.0,400000,2015,May,12.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
DanTDM,27400000,19417887510,Gaming,DanTDM,3664,United Kingdom,GB,Games,132,7,16,78668000,19700.0,314700.0,236000.0,3800000.0,500000,2012,Jul,14.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
Nick Jr.,27300000,22440611155,Film & Animation,Nick Jr.,5438,United States,US,Entertainment,100,59,51,42546000,10600.0,170200.0,127600.0,2000000.0,200000,2012,Sep,27.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Crazy XYZ,27300000,7705492350,Entertainment,Crazy XYZ,1259,India,IN,Tech,707,48,2,102235000,25600.0,408900.0,306700.0,4900000.0,100000,2017,Sep,10.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
ToyPuddingTV,27100000,15916882228,Entertainment,ToyPudding TV,2,Unknown,Unknown,People,4052296,0,7692,14,0.0,0.06,0.04,0.67,0,2017,Jun,7.0,0.0,0,0.0,0,,
Dushyant kukreja,27100000,17318452893,Entertainment,Dushyant kukreja,889,India,IN,Entertainment,159,49,52,429692000,107400.0,1700000.0,1300000.0,20600000.0,700000,2015,Sep,26.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Gulshan Kalra,27100000,12732444881,Howto & Style,Gulshan Kalra,545,Unknown,Unknown,Howto,296,0,5,502779000,125700.0,2000000.0,1500000.0,24100000.0,1300000,2018,Apr,9.0,0.0,0,0.0,0,,
Brent Rivera,27000000,6570935979,Comedy,Brent Rivera,554,United States,US,Entertainment,909,60,53,144453000,36100.0,577800.0,433400.0,6900000.0,300000,2009,Aug,1.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Renato Garcia YT,26900000,7938616641,Entertainment,Renato Garcia YT,3956,Brazil,BR,Entertainment,664,11,54,82912000,20700.0,331600.0,248700.0,4000000.0,200000,2011,Sep,29.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Beast Reacts,26700000,4388047013,People & Blogs,Beast Reacts,241,United States,US,Entertainment,1632,61,54,276187000,69000.0,1100000.0,828600.0,13300000.0,1200000,2016,Apr,24.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
enchufetv,26700000,10317306313,Comedy,enchufetv,975,Colombia,CO,Comedy,420,5,11,24363000,6100.0,97500.0,73100.0,1200000.0,0,2011,Nov,13.0,55.3,50339443,9.71,40827302,4.570868,-74.297333
Netflix,26700000,7173668905,Entertainment,Netflix,6471,United States,US,Entertainment,797,62,55,118226000,29600.0,472900.0,354700.0,5700000.0,200000,2012,Jul,17.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Raffy Tulfo in Action,26500000,15065753455,News & Politics,Raffy Tulfo in Action,10022,Philippines,PH,News,219,3,5,163130000,40800.0,652500.0,489400.0,7800000.0,300000,2016,Apr,20.0,35.5,108116615,2.15,50975903,12.879721,121.774017
WORLDSTARHIPHOP,26500000,20358117330,Music,WORLDSTARHIPHOP,6873,United States,US,Music,117,63,65,89098000,22300.0,356400.0,267300.0,4300000.0,0,2008,Nov,8.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Goldmines Bollywood,26400000,8595760553,Film & Animation,Goldmines Bollywood,3622,India,IN,Film,588,50,15,99677000,24900.0,398700.0,299000.0,4800000.0,400000,2015,Jul,22.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Alan Chikin Chow,26400000,27006526665,Comedy,Alan Chikin Chow,865,United States,US,Comedy,61,63,12,1046000000,261500.0,4200000.0,3100000.0,50200000.0,1300000,2020,Feb,3.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
PANDA BOI,26400000,17211600007,Entertainment,PANDA BOI,967,Italy,IT,Entertainment,158,1,55,1225000000,306400.0,4900000.0,3700000.0,58800000.0,2000000,2020,Dec,5.0,61.9,60297396,9.89,42651966,41.87194,12.56738
BB Ki Vines,26300000,4749833967,Entertainment,BB Ki Vines,190,India,IN,Entertainment,1462,51,57,17264000,4300.0,69100.0,51800.0,828600.0,0,2015,Jun,20.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
D Billions,26200000,31977463002,Unknown,D Billions,775,United States,US,Entertainment,33,64,58,487076000,121800.0,1900000.0,1500000.0,23400000.0,200000,2019,Jul,27.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Junya.,26200000,16097531087,Entertainment,Junya.,5985,Japan,JP,Entertainment,184,2,56,721848000,180500.0,2900000.0,2200000.0,34600000.0,1100000,2020,Sep,14.0,63.2,126226568,2.29,115782416,36.204824,138.252924
Smosh,26100000,10435474336,Comedy,Smosh,1619,United States,US,Comedy,410,65,13,68156000,17000.0,272600.0,204500.0,3300000.0,400000,2005,Nov,19.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
1MILLION Dance Studio,26100000,7886440199,Entertainment,1MILLION Dance Studio,0,Saudi Arabia,SA,Music,4057944,3695,5641,0,0.0,0.0,0.0,0.0,0,2019,Jul,13.0,68.0,34268528,5.93,28807838,23.885942,45.079162
NichLmao,26000000,14101010609,People & Blogs,NichLmao,868,Unknown,Unknown,People,249,0,6,606362000,151600.0,2400000.0,1800000.0,29100000.0,1100000,2018,Sep,25.0,0.0,0,0.0,0,,
Beyonc,26000000,17308961985,Music,Beyonc,240,United States,US,Music,163,66,66,55454000,13900.0,221800.0,166400.0,2700000.0,0,2005,Nov,7.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Mar,26000000,18597534412,Music,mariliamendonca,1,Unknown,Unknown,Music,4057142,0,4914,3,0.0,0.01,0.01,0.14,3,2008,Jun,14.0,0.0,0,0.0,0,,
Indosiar,25900000,11372071889,Music,Indosiar,65286,Indonesia,ID,Entertainment,358,5,60,230183000,57500.0,920700.0,690500.0,11000000.0,600000,2013,Sep,23.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
VanossGaming,25800000,15541421838,Gaming,VanossGaming,1762,Canada,CA,Games,206,5,17,54947000,13700.0,219800.0,164800.0,2600000.0,0,2011,Sep,15.0,68.9,36991981,5.56,30628482,56.130366,-106.346771
David Guetta,25700000,17793809548,Music,David Guetta,749,United States,US,Music,153,67,67,164215000,41100.0,656900.0,492600.0,7900000.0,100000,2009,Dec,11.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
LosPolinesios,25700000,7466926260,People & Blogs,LosPolinesios,982,Mexico,MX,People,746,8,7,30501000,7600.0,122000.0,91500.0,1500000.0,0,2012,Dec,16.0,40.2,126014024,3.42,102626859,23.634501,-102.552784
Nicki Minaj,25700000,10242981063,Music,Nicki Minaj,42,United States,US,Music,425,67,67,103631000,25900.0,414500.0,310900.0,5000000.0,100000,2013,Aug,28.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Fede Vigevani,25600000,7962725960,Howto & Style,Fede Vigevani,0,Unknown,Unknown,Unknown,4057944,0,0,0,0.0,0.0,0.0,0.0,2,2019,Aug,1.0,0.0,0,0.0,0,,
TaylorSwiftVEVO,25600000,25592378292,Music,TaylorSwiftVEVO,287,United States,US,Music,67,68,68,318593000,79600.0,1300000.0,955800.0,15300000.0,100000,2009,May,12.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
